Timestamp,Signal_Name,Bit_Len,Bit_Name1,Bit_Name2,Bit_Name3,Bit_Name4,Bit_Name5,Bit_Name6,Bit_Name7,Bit_Name8
8.179949,CAN_S13,8,00,00,00,00,FF,00,00,00
8.180235,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.180595,CAN_S15,8,00,00,00,00,00,00,00,00
8.180896,CAN_S16,8,00,00,00,00,00,00,00,00
8.181188,CAN_S46,8,0E,00,04,01,92,00,00,00
8.181682,CAN_S97,8,91,2A,00,60,FE,00,00,00
8.183296,CAN_S5,8,C8,DD,9F,78,FD,F5,37,1E
8.183539,CAN_S40,8,B6,81,09,00,00,00,00,00
8.183955,CAN_S4,8,00,00,00,00,F0,03,00,00
8.184607,CAN_S7,8,00,00,00,00,00,00,00,00
8.184849,CAN_S41,8,80,00,00,00,01,05,01,0E
8.185122,CAN_S8,8,9C,E2,3F,80,00,00,00,00
8.18536,CAN_S9,8,66,72,7F,00,82,00,40,00
8.185654,CAN_S10,8,5E,82,65,00,00,00,C3,00
8.186094,CAN_S153,8,00,00,00,02,08,00,00,00
8.189397,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.189635,CAN_S98,8,10,00,00,50,86,78,00,58
8.189933,CAN_S13,8,00,00,00,00,FF,00,00,00
8.190175,CAN_S36,8,D2,1F,00,00,01,00,00,00
8.190455,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.190706,CAN_S75,8,00,00,00,00,00,00,00,00
8.191,CAN_S15,8,00,00,00,00,00,00,00,00
8.191308,CAN_S16,8,00,00,00,00,00,00,00,00
8.19172,CAN_S77,4,EC,04,00,00,Length,=,161988,BitCount
8.191978,CAN_S99,8,40,00,00,00,00,3C,00,00
8.192255,CAN_S100,8,10,22,04,00,00,00,00,00
8.193305,CAN_S5,8,43,DE,9F,78,FD,F5,37,1E
8.193967,CAN_S24,8,00,00,FE,00,00,00,00,00
8.194217,CAN_S48,8,01,7F,00,00,00,00,00,00
8.194546,CAN_S78,8,8A,0E,00,00,E0,8F,03,00
8.194788,CAN_S79,8,E4,00,00,4C,00,00,07,00
8.195032,CAN_S80,8,BC,7E,00,00,FC,77,00,3F
8.198861,CAN_S30,8,EC,08,00,00,30,8C,7E,FE
8.199427,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.199731,CAN_S13,8,00,00,00,00,FF,00,00,00
8.200017,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.200318,CAN_S15,8,00,00,00,00,00,00,00,00
8.200618,CAN_S16,8,00,00,00,00,00,00,00,00
8.201678,CAN_S81,8,06,00,00,00,00,00,00,00
8.202216,CAN_S1,8,10,0E,00,00,08,00,00,00
8.202506,CAN_S94,5,44,51,0C,18,19,Length,=,213973
8.203297,CAN_S5,8,9D,DF,9F,78,FD,F5,37,1E
8.204013,CAN_S4,8,00,00,00,00,F0,03,00,00
8.204255,CAN_S6,8,EE,EA,3F,00,00,00,00,00
8.204611,CAN_S7,8,00,00,00,00,00,00,00,00
8.205344,CAN_S8,8,E9,E3,3F,80,00,00,00,00
8.205646,CAN_S9,8,02,73,7F,00,82,00,40,00
8.205884,CAN_S10,8,CE,83,64,00,00,00,C3,00
8.206138,CAN_S153,8,00,00,00,02,08,00,00,00
8.208708,CAN_S11,4,02,00,40,00,Length,=,165972,BitCount
8.209372,CAN_S32,8,AE,0A,80,12,00,00,00,00
8.209657,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.209961,CAN_S13,8,00,00,00,00,FF,00,00,00
8.210247,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.210547,CAN_S15,8,00,00,00,00,00,00,00,00
8.210848,CAN_S16,8,00,00,00,00,00,00,00,00
8.211128,CAN_S17,8,29,EA,7B,4C,F5,E4,28,00
8.211422,CAN_S18,8,01,C0,58,00,00,00,00,00
8.21171,CAN_S19,8,01,00,00,00,00,DD,93,48
8.211999,CAN_S21,8,6A,C1,4C,65,00,00,00,00
8.213261,CAN_S5,8,54,D0,9F,78,FD,F5,37,1E
8.213929,CAN_S24,8,00,00,FE,00,00,00,00,00
8.214179,CAN_S25,8,00,00,00,00,00,00,00,FF
8.21459,CAN_S26,8,42,EB,BF,FF,00,14,00,00
8.215346,CAN_S27,8,91,0B,00,00,00,00,00,7E
8.217528,CAN_S29,8,69,08,00,44,40,02,00,00
8.218947,CAN_S30,8,13,09,00,00,30,8C,7E,FE
8.219407,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.219711,CAN_S13,8,00,00,00,00,FF,00,00,00
8.219953,CAN_S33,8,00,3F,2B,00,00,24,00,07
8.220234,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.220534,CAN_S15,8,00,00,00,00,00,00,00,00
8.220834,CAN_S16,8,00,00,00,00,00,00,00,00
8.22168,CAN_S34,8,06,00,00,00,00,00,00,00
8.223261,CAN_S5,8,DC,D1,9F,78,FD,F5,37,1E
8.223927,CAN_S4,8,00,00,00,00,F0,03,00,00
8.224591,CAN_S7,8,00,00,00,00,00,00,00,00
8.225189,CAN_S8,8,7F,E4,3F,80,00,00,00,00
8.22543,CAN_S9,8,11,74,7F,00,82,00,40,00
8.225666,CAN_S10,8,29,84,65,00,00,00,C3,00
8.226128,CAN_S153,8,00,00,00,02,08,00,00,00
8.229398,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.229703,CAN_S13,8,00,00,00,00,FF,00,00,00
8.229989,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.230289,CAN_S15,8,00,00,00,00,00,00,00,00
8.230589,CAN_S16,8,00,00,00,00,00,00,00,00
8.230943,CAN_S38,8,14,0D,40,02,FE,7F,7F,0C
8.231712,CAN_S39,8,06,00,00,C1,80,00,00,00
8.233272,CAN_S5,8,A8,D2,9F,78,FD,F5,37,1E
8.233516,CAN_S40,8,29,82,09,00,00,00,00,00
8.233978,CAN_S24,8,00,00,FE,00,00,00,00,00
8.234617,CAN_S41,8,80,00,00,00,01,05,01,0E
8.234851,CAN_S42,8,96,28,E3,01,4A,C2,0C,40
8.238869,CAN_S30,8,76,0A,00,00,30,8C,7E,FE
8.239418,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.23966,CAN_S32,8,0B,0B,80,12,00,00,00,00
8.239958,CAN_S13,8,00,00,00,00,FF,00,00,00
8.240214,CAN_S87,8,00,00,00,00,00,00,00,00
8.240494,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.240733,CAN_S101,8,00,64,53,5F,7D,60,FA,01
8.240981,CAN_S45,8,00,00,00,28,00,00,00,00
8.241275,CAN_S15,8,00,00,00,00,00,00,00,00
8.241575,CAN_S16,8,00,00,00,00,00,00,00,00
8.241824,CAN_S47,8,06,00,00,78,80,00,00,00
8.242078,CAN_S43,8,16,00,00,00,00,00,00,00
8.243336,CAN_S4,8,00,00,00,00,F0,03,00,00
8.244032,CAN_S5,8,29,D3,9F,78,FD,F5,37,1E
8.244282,CAN_S48,8,01,7F,00,00,00,00,00,00
8.244619,CAN_S7,8,00,00,00,00,00,00,00,00
8.244865,CAN_S49,8,00,FE,00,00,0C,00,20,00
8.245125,CAN_S50,8,FF,FC,FF,FF,00,00,00,00
8.245365,CAN_S8,8,E5,E5,3F,80,00,00,00,00
8.245608,CAN_S9,8,75,75,7F,00,82,00,40,00
8.245848,CAN_S10,8,B9,85,64,00,00,00,C3,00
8.246142,CAN_S153,8,00,00,00,02,08,00,00,00
8.24939,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.249694,CAN_S13,8,00,00,00,00,FF,00,00,00
8.249981,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.250281,CAN_S15,8,00,00,00,00,00,00,00,00
8.250581,CAN_S16,8,00,00,00,00,00,00,00,00
8.251668,CAN_S58,8,60,0A,00,00,04,00,00,00
8.252204,CAN_S1,8,10,0F,00,00,08,00,00,00
8.253276,CAN_S5,8,13,D4,9F,78,FD,F5,37,1E
8.254054,CAN_S24,8,00,00,FE,00,00,00,00,00
8.254298,CAN_S6,8,C8,EB,3F,00,00,00,00,00
8.254545,CAN_S102,8,00,30,00,00,E0,FF,2F,00
8.254789,CAN_S61,8,00,68,00,3E,00,9D,00,00
8.259027,CAN_S30,8,DD,0B,00,00,30,8C,7E,FE
8.25954,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.259844,CAN_S13,8,00,00,00,00,FF,00,00,00
8.26013,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.260372,CAN_S62,8,00,00,54,20,00,10,51,58
8.260666,CAN_S15,8,00,00,00,00,00,00,00,00
8.260911,CAN_S103,8,16,00,0E,00,FF,00,00,82
8.261205,CAN_S16,8,00,00,00,00,00,00,00,00
8.261415,CAN_S104,4,33,53,03,00,Length,=,195973,BitCount
8.261685,CAN_S63,8,00,00,00,00,00,00,00,00
8.261932,CAN_S64,8,0A,00,00,00,00,00,00,00
8.262638,CAN_S105,5,34,91,02,BB,02,Length,=,211973
8.263056,CAN_S106,8,5E,FE,FF,7F,00,00,00,C1
8.263284,CAN_S5,8,68,D5,9F,78,FD,F5,37,1E
8.2639,CAN_S4,8,00,00,00,00,F0,03,00,00
8.264601,CAN_S7,8,00,00,00,00,00,00,00,00
8.264839,CAN_S26,8,48,E0,BF,FF,00,14,00,00
8.265355,CAN_S8,8,F7,E6,3F,80,00,00,00,00
8.265653,CAN_S9,8,D9,76,7F,00,82,00,40,00
8.265892,CAN_S10,8,15,86,64,00,00,00,C3,00
8.266146,CAN_S153,8,00,00,00,02,08,00,00,00
8.267272,CAN_S27,8,A8,0C,00,00,00,00,00,7E
8.268212,CAN_S29,8,0D,09,00,44,40,02,00,00
8.269383,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.269625,CAN_S32,8,4E,0C,80,12,00,00,00,00
8.269923,CAN_S13,8,00,00,00,00,FF,00,00,00
8.270165,CAN_S107,8,00,00,C0,85,3E,FC,00,00
8.270445,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.270684,CAN_S66,8,FE,6F,00,FE,FE,F7,07,00
8.270978,CAN_S15,8,00,00,00,00,00,00,00,00
8.27128,CAN_S16,8,00,00,00,00,00,00,00,00
8.27169,CAN_S67,8,E1,1E,00,00,00,00,00,00
8.273073,CAN_S68,8,FD,00,18,00,00,40,00,00
8.273305,CAN_S5,8,FB,D6,9F,78,FD,F5,37,1E
8.273979,CAN_S24,8,00,00,FE,00,00,00,00,00
8.274615,CAN_S69,8,32,08,00,00,00,70,01,00
8.278892,CAN_S30,8,18,0C,00,00,30,8C,7E,FE
8.279408,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.279712,CAN_S13,8,00,00,00,00,FF,00,00,00
8.279998,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.280299,CAN_S15,8,00,00,00,00,00,00,00,00
8.280599,CAN_S16,8,00,00,00,00,00,00,00,00
8.281793,CAN_S71,8,00,00,3A,40,00,48,7C,00
8.282107,CAN_S72,2,03,00,Length,=,125972,BitCount,=,67
8.283284,CAN_S5,8,72,D7,9F,78,FD,F5,37,1E
8.283526,CAN_S40,8,32,83,09,00,00,00,00,00
8.283818,CAN_S73,8,10,00,04,01,80,00,00,00
8.284066,CAN_S4,8,00,00,00,00,F0,03,00,00
8.284252,CAN_S108,3,38,8D,10,Length,=,177973,BitCount,=
8.284613,CAN_S7,8,00,00,00,00,00,00,00,00
8.284855,CAN_S41,8,80,00,00,00,01,05,01,0E
8.285135,CAN_S8,8,CD,E7,3F,80,00,00,00,00
8.285376,CAN_S9,8,BD,77,7F,00,82,00,40,00
8.285636,CAN_S10,8,85,87,65,00,00,00,C3,00
8.286096,CAN_S153,8,00,00,00,02,08,00,00,00
8.289386,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.28969,CAN_S13,8,00,00,00,00,FF,00,00,00
8.289977,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.290225,CAN_S44,8,00,00,38,00,00,01,00,00
8.290519,CAN_S15,8,00,00,00,00,00,00,00,00
8.290819,CAN_S16,8,00,00,00,00,00,00,00,00
8.291612,CAN_S77,4,59,05,00,00,Length,=,161988,BitCount
8.293346,CAN_S5,8,3F,D8,9F,78,FD,F5,37,1E
8.29404,CAN_S24,8,00,00,FE,00,00,00,00,00
8.29429,CAN_S48,8,01,7F,00,00,00,00,00,00
8.294553,CAN_S78,8,02,0F,00,00,E0,8F,03,00
8.294795,CAN_S79,8,E4,00,00,4C,00,00,07,00
8.295039,CAN_S80,8,AA,7F,00,00,FC,77,00,3F
8.298866,CAN_S30,8,0B,0D,00,00,30,8C,7E,FE
8.299408,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.299654,CAN_S32,8,1A,0D,80,12,00,00,00,00
8.299952,CAN_S13,8,00,00,00,00,FF,00,00,00
8.300238,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.300539,CAN_S15,8,00,00,00,00,00,00,00,00
8.300839,CAN_S16,8,00,00,00,00,00,00,00,00
8.301683,CAN_S81,8,06,00,00,00,00,00,00,00
8.302257,CAN_S82,8,00,00,00,00,00,00,00,00
8.302511,CAN_S1,8,10,00,00,00,08,00,00,00
8.303082,CAN_S84,8,00,00,00,00,00,54,4D,42
8.303334,CAN_S5,8,EF,D9,9F,78,FD,F5,37,1E
8.304116,CAN_S4,8,00,00,00,00,F0,03,00,00
8.304362,CAN_S109,8,00,00,00,00,07,7C,00,00
8.304604,CAN_S6,8,6B,EC,3F,00,00,00,00,00
8.304853,CAN_S7,8,00,00,00,00,00,00,00,00
8.305367,CAN_S8,8,0A,E8,3F,80,00,00,00,00
8.305663,CAN_S9,8,FF,78,7F,00,82,00,40,00
8.305899,CAN_S10,8,C7,88,65,00,00,00,C3,00
8.306154,CAN_S153,8,00,00,00,02,08,00,00,00
8.309444,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.309748,CAN_S13,8,00,00,00,00,FF,00,00,00
8.310035,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.310335,CAN_S15,8,00,00,00,00,00,00,00,00
8.310635,CAN_S16,8,00,00,00,00,00,00,00,00
8.310911,CAN_S17,8,2A,EA,7B,4C,F5,E4,28,00
8.311202,CAN_S18,8,02,C0,58,00,00,00,00,00
8.311512,CAN_S19,8,02,00,00,00,00,DD,93,F4
8.311722,CAN_S86,5,00,0B,80,2E,78,Length,=,175972
8.31198,CAN_S110,8,00,00,00,00,00,00,00,00
8.312267,CAN_S21,8,6A,C1,4C,65,00,00,00,00
8.312443,CAN_S111,2,16,C2,Length,=,161973,BitCount,=,85
8.312623,CAN_S112,2,10,02,Length,=,165989,BitCount,=,87
8.313255,CAN_S5,8,E9,DA,9F,78,FD,F5,37,1E
8.313952,CAN_S24,8,00,00,FE,00,00,00,00,00
8.314202,CAN_S25,8,00,00,00,00,00,00,00,FF
8.314596,CAN_S26,8,74,E5,BF,FF,00,14,00,00
8.315344,CAN_S27,8,A3,0D,00,00,00,00,00,7E
8.317497,CAN_S29,8,A1,0A,00,44,40,02,00,00
8.318929,CAN_S30,8,98,0E,00,00,30,8C,7E,FE
8.319409,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.319714,CAN_S13,8,00,00,00,00,FF,00,00,00
8.319956,CAN_S33,8,00,3F,2B,00,00,24,00,07
8.320236,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.320536,CAN_S15,8,00,00,00,00,00,00,00,00
8.320836,CAN_S16,8,00,00,00,00,00,00,00,00
8.321695,CAN_S34,8,06,00,00,00,00,00,00,00
8.323307,CAN_S4,8,00,00,00,00,F0,03,00,00
8.323911,CAN_S5,8,87,DB,9F,78,FD,F5,37,1E
8.324597,CAN_S7,8,00,00,00,00,00,00,00,00
8.325186,CAN_S8,8,38,E9,3F,80,00,00,00,00
8.325424,CAN_S9,8,9B,79,7F,00,82,00,40,00
8.325658,CAN_S10,8,A3,89,65,00,00,00,C3,00
8.326134,CAN_S153,8,00,00,00,02,08,00,00,00
8.329343,CAN_S32,8,55,0E,80,12,00,00,00,00
8.329627,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.329931,CAN_S13,8,00,00,00,00,FF,00,00,00
8.330223,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.330524,CAN_S15,8,00,00,00,00,00,00,00,00
8.330824,CAN_S16,8,00,00,00,00,00,00,00,00
8.331204,CAN_S38,8,14,0E,40,02,FE,7F,7F,0C
8.331722,CAN_S39,8,06,00,00,C1,80,00,00,00
8.333268,CAN_S5,8,38,DC,9F,78,FD,F5,37,1E
8.333511,CAN_S40,8,8B,84,09,00,00,00,00,00
8.333937,CAN_S24,8,00,00,FE,00,00,00,00,00
8.334267,CAN_S42,8,B5,29,E3,01,4A,C2,0C,40
8.334601,CAN_S41,8,80,00,00,00,01,05,01,0E
8.338882,CAN_S30,8,2E,0F,00,00,30,8C,7E,FE
8.339412,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.339716,CAN_S13,8,00,00,00,00,FF,00,00,00
8.340003,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.340253,CAN_S75,8,00,00,00,00,00,00,00,00
8.340547,CAN_S15,8,00,00,00,00,00,00,00,00
8.340785,CAN_S88,8,FF,03,F0,FF,FF,FF,4B,21
8.341079,CAN_S16,8,00,00,00,00,00,00,00,00
8.341328,CAN_S45,8,00,00,00,28,00,00,00,00
8.341732,CAN_S47,8,06,00,00,78,80,00,00,00
8.34218,CAN_S43,8,17,00,00,00,00,00,00,00
8.34248,CAN_S113,8,20,47,00,00,0F,0F,00,80
8.343302,CAN_S5,8,C8,DD,9F,78,FD,F5,37,1E
8.343985,CAN_S4,8,00,00,00,00,F0,03,00,00
8.344235,CAN_S48,8,01,7F,00,00,00,00,00,00
8.344617,CAN_S7,8,00,00,00,00,00,00,00,00
8.344863,CAN_S49,8,00,FE,00,00,0C,00,20,00
8.345124,CAN_S50,8,FF,FC,FF,FF,00,00,00,00
8.345366,CAN_S8,8,74,EA,3F,80,00,00,00,00
8.345606,CAN_S9,8,37,7A,7F,00,82,00,40,00
8.345848,CAN_S10,8,0F,8A,65,00,00,00,C3,00
8.346094,CAN_S90,8,00,00,FE,00,80,00,00,00
8.346343,CAN_S153,8,00,00,00,02,08,00,00,00
8.346589,CAN_S91,8,00,99,01,00,00,00,00,00
8.346857,CAN_S92,8,06,00,00,00,00,00,00,00
8.349391,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.349639,CAN_S36,8,05,10,00,00,01,00,00,00
8.349938,CAN_S13,8,00,00,00,00,FF,00,00,00
8.350224,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.350454,CAN_S93,8,03,0E,80,13,69,C1,4C,65
8.350748,CAN_S15,8,00,00,00,00,00,00,00,00
8.351048,CAN_S16,8,00,00,00,00,00,00,00,00
8.351683,CAN_S58,8,8F,0B,00,00,04,00,00,00
8.352225,CAN_S1,8,10,01,00,00,08,00,00,00
8.353281,CAN_S5,8,43,DE,9F,78,FD,F5,37,1E
8.354049,CAN_S24,8,00,00,FE,00,00,00,00,00
8.35429,CAN_S6,8,C2,ED,3F,00,00,00,00,00
8.354612,CAN_S61,8,00,68,00,3E,00,9D,00,00
8.358888,CAN_S30,8,E0,00,00,00,30,8C,7E,FE
8.359409,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.359651,CAN_S32,8,7F,0F,80,12,00,00,00,00
8.359949,CAN_S13,8,00,00,00,00,FF,00,00,00
8.360191,CAN_S62,8,00,00,54,20,00,10,51,58
8.360471,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.360701,CAN_S95,8,54,FA,1E,73,9F,1C,05,86
8.360996,CAN_S15,8,00,00,00,00,00,00,00,00
8.361304,CAN_S16,8,00,00,00,00,00,00,00,00
8.361698,CAN_S64,8,0B,00,00,00,00,00,00,00
8.363264,CAN_S5,8,9D,DF,9F,78,FD,F5,37,1E
8.363903,CAN_S4,8,00,00,00,00,F0,03,00,00
8.364615,CAN_S7,8,00,00,00,00,00,00,00,00
8.364857,CAN_S26,8,F7,EA,BF,FF,00,14,00,00
8.365379,CAN_S8,8,5B,EB,3F,80,00,00,00,00
8.365666,CAN_S9,8,53,7B,7F,00,82,00,40,00
8.3659,CAN_S10,8,6B,8B,65,00,00,00,C3,00
8.366148,CAN_S153,8,00,00,00,02,08,00,00,00
8.366602,CAN_S27,8,E6,0E,00,00,00,00,00,7E
8.367527,CAN_S29,8,C5,0B,00,44,40,02,00,00
8.369385,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.369631,CAN_S96,8,1F,0B,00,00,00,00,00,FF
8.369929,CAN_S13,8,00,00,00,00,FF,00,00,00
8.370167,CAN_S66,8,FE,6F,00,FE,FE,F7,07,00
8.370448,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.370748,CAN_S15,8,00,00,00,00,00,00,00,00
8.371048,CAN_S16,8,00,00,00,00,00,00,00,00
8.37179,CAN_S67,8,D1,1F,00,00,00,00,00,00
8.373065,CAN_S68,8,14,00,18,00,00,40,00,00
8.373295,CAN_S5,8,54,D0,9F,78,FD,F5,37,1E
8.373977,CAN_S24,8,00,00,FE,00,00,00,00,00
8.374621,CAN_S69,8,32,08,00,00,00,70,01,00
8.378874,CAN_S30,8,8C,01,00,00,30,8C,7E,FE
8.37941,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.37974,CAN_S13,8,00,00,00,00,FF,00,00,00
8.380027,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.380273,CAN_S115,8,40,01,00,00,00,00,00,00
8.380567,CAN_S15,8,00,00,00,00,00,00,00,00
8.380867,CAN_S16,8,00,00,00,00,00,00,00,00
8.38116,CAN_S46,8,0E,00,04,01,92,00,00,00
8.381686,CAN_S97,8,91,2A,00,60,FE,00,00,00
8.383328,CAN_S5,8,DC,D1,9F,78,FD,F5,37,1E
8.383568,CAN_S40,8,F0,85,09,00,00,00,00,00
8.383962,CAN_S4,8,00,00,00,00,F0,03,00,00
8.384615,CAN_S7,8,00,00,00,00,00,00,00,00
8.384857,CAN_S41,8,80,00,00,00,01,05,01,0E
8.385127,CAN_S8,8,C2,EC,3F,80,00,00,00,00
8.385371,CAN_S9,8,40,7C,7F,00,82,00,40,00
8.385662,CAN_S10,8,78,8C,65,00,00,00,C3,00
8.386096,CAN_S153,8,00,00,00,02,08,00,00,00
8.389386,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.389628,CAN_S32,8,F4,00,80,12,00,00,00,00
8.389927,CAN_S13,8,00,00,00,00,FF,00,00,00
8.390165,CAN_S98,8,10,00,00,50,86,78,00,58
8.390445,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.390701,CAN_S87,8,00,00,00,00,00,00,00,00
8.390995,CAN_S15,8,00,00,00,00,00,00,00,00
8.391306,CAN_S16,8,00,00,00,00,00,00,00,00
8.391608,CAN_S77,4,A9,06,00,00,Length,=,163973,BitCount
8.391866,CAN_S99,8,40,00,00,00,00,3C,00,00
8.39226,CAN_S100,8,10,22,04,00,00,00,00,00
8.393312,CAN_S5,8,A8,D2,9F,78,FD,F5,37,1E
8.393981,CAN_S24,8,00,00,FE,00,00,00,00,00
8.394231,CAN_S48,8,01,7F,00,00,00,00,00,00
8.394553,CAN_S78,8,E5,00,00,00,E0,8F,03,00
8.394795,CAN_S79,8,E4,00,00,4C,00,00,07,00
8.39504,CAN_S80,8,19,70,00,00,FC,77,00,3F
8.395288,CAN_S117,8,00,00,00,3E,F8,10,00,00
8.398878,CAN_S30,8,03,02,00,00,30,8C,7E,FE
8.399411,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.399715,CAN_S13,8,00,00,00,00,FF,00,00,00
8.400001,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.400301,CAN_S15,8,00,00,00,00,00,00,00,00
8.400602,CAN_S16,8,00,00,00,00,00,00,00,00
8.401678,CAN_S81,8,06,00,00,00,00,00,00,00
8.402228,CAN_S1,8,10,02,00,00,08,00,00,00
8.4033,CAN_S5,8,29,D3,9F,78,FD,F5,37,1E
8.404027,CAN_S4,8,00,00,00,00,F0,03,00,00
8.404273,CAN_S6,8,B7,EE,3F,00,00,00,00,00
8.404617,CAN_S7,8,00,00,00,00,00,00,00,00
8.405357,CAN_S8,8,4B,ED,3F,80,00,00,00,00
8.405664,CAN_S9,8,24,7D,7F,00,82,00,40,00
8.405906,CAN_S10,8,E8,8D,64,00,00,00,C3,00
8.40616,CAN_S153,8,00,00,00,02,08,00,00,00
8.408712,CAN_S11,4,02,00,40,00,Length,=,165973,BitCount
8.409446,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.409751,CAN_S13,8,00,00,00,00,FF,00,00,00
8.410037,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.410337,CAN_S15,8,00,00,00,00,00,00,00,00
8.410637,CAN_S16,8,00,00,00,00,00,00,00,00
8.410916,CAN_S17,8,2B,EA,7B,4C,F5,E4,28,00
8.41121,CAN_S18,8,03,C0,58,00,00,00,00,00
8.411526,CAN_S19,8,03,00,00,00,00,DD,93,F4
8.411782,CAN_S118,8,00,00,00,10,00,00,00,00
8.412075,CAN_S21,8,6A,C1,4C,65,00,00,00,00
8.412253,CAN_S119,2,16,82,Length,=,163973,BitCount,=,86
8.413267,CAN_S5,8,13,D4,9F,78,FD,F5,37,1E
8.413936,CAN_S24,8,00,00,FE,00,00,00,00,00
8.414186,CAN_S25,8,00,00,00,00,00,00,00,FF
8.41461,CAN_S26,8,D5,EF,BF,FF,00,14,00,00
8.415356,CAN_S27,8,22,0F,00,00,00,00,00,7E
8.417499,CAN_S29,8,D6,0C,00,44,40,02,00,00
8.418931,CAN_S30,8,F1,03,00,00,30,8C,7E,FE
8.419347,CAN_S32,8,86,01,80,12,00,00,00,00
8.419631,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.419873,CAN_S33,8,00,3F,2B,00,00,24,00,07
8.420172,CAN_S13,8,00,00,00,00,FF,00,00,00
8.420458,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.420758,CAN_S15,8,00,00,00,00,00,00,00,00
8.421058,CAN_S16,8,00,00,00,00,00,00,00,00
8.421683,CAN_S34,8,06,00,00,00,00,00,00,00
8.423237,CAN_S5,8,68,D5,9F,78,FD,F5,37,1E
8.423507,CAN_S4,8,00,00,00,00,F0,03,00,00
8.424613,CAN_S7,8,00,00,00,00,00,00,00,00
8.425174,CAN_S8,8,B4,EE,3F,80,00,00,00,00
8.425418,CAN_S9,8,88,7E,7F,00,82,00,40,00
8.425662,CAN_S10,8,44,8E,64,00,00,00,C3,00
8.426144,CAN_S153,8,00,00,00,02,08,00,00,00
8.426665,CAN_S114,8,03,19,02,04,55,55,55,55
8.429389,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.429693,CAN_S13,8,00,00,00,00,FF,00,00,00
8.429979,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.43028,CAN_S15,8,00,00,00,00,00,00,00,00
8.43058,CAN_S16,8,00,00,00,00,00,00,00,00
8.430932,CAN_S38,8,14,0F,40,02,FE,7F,7F,0C
8.431712,CAN_S39,8,06,00,00,C1,80,00,00,00
8.433262,CAN_S5,8,FB,D6,9F,78,FD,F5,37,1E
8.433505,CAN_S40,8,9D,86,09,00,00,00,00,00
8.433927,CAN_S24,8,00,00,FE,00,00,00,00,00
8.434265,CAN_S42,8,7E,2A,E3,01,4A,C2,0C,40
8.434607,CAN_S41,8,80,00,00,00,01,05,01,0E
8.438238,CAN_S116,8,03,59,02,19,AA,AA,AA,AA
8.438874,CAN_S30,8,4C,04,00,00,30,8C,7E,FE
8.439412,CAN_S12,8,6B,4F,00,82,01,03,00,00
8.439716,CAN_S13,8,00,00,00,00,FF,00,00,00
8.440003,CAN_S14,8,CD,42,00,00,86,4F,00,00
8.440251,CAN_S44,8,00,00,38,00,00,01,00,00
